,review,sentiment
14406,"Tug-3 is absolutely right. Although I am sure that Mr. Osmond wanted to make a sincere, heartwarming Christmas movie, this one is as cynical and creepy as they come. The religious significance of Christmas is forgotten and replaced with cute kids, clueless grownups, and dopey villains. The production values demonstrate that this was either filmed on a shoestring or by truly inexperienced filmmakers-- I suspect the latter, unfortunately. The worst part, oddly enough, really is the music. You would think someone with a long-standing musical career could do better than the title song, but you would be wrong. Even my mom didn't like this movie, and she likes the Osmonds AND sappy stuff.",negative
9150,"Written by someone who has been there, you can tell, but only if you've been there. Excellent performances by Meryl Streep (of course!), Renee Zellweger and William Hurt.<br /><br />Many people have said that it is about a dysfunctional family, I think every family is dysfunctional when they are facing this kind of torment. To NOT be dysfunctional would be dysfunctional! You are losing your family as you know it, can anything be worse? People need to see this movie so when they are faced with this nightmare maybe they will change how they do it. Maybe they will see that the father is denying himself valuable time he'll never get a chance at again. Maybe they will realize how hard it is to die, or to watch someone you love die. They didn't miss much of the nightmare, it's hard to forget.",positive
36354,"Ocean's 12<br /><br />'If you steal fifty million dollars, they will find you.' (Alan Rickman as Hans Gruber, Die Hard)<br /><br />This adage certainly rings true in this sequel. Terry Benedict has been informed that Danny Ocean and his compadres were the ones who ripped him off and now he wants it all back. The Ocean gang need a lot of money and fast, but cannot work in the states as Benedict has made it impossible for them. So it's off to Europe to perform acts of death defying thievery, whilst trying to avoid Catherine Zeta Jones' super cop, an old flame from Rusty's (Pitt's) past. <br /><br />On their first heist in Amsterdam they find out that who ratted on them was the 'Night Fox', a super slick thief with a legend complex. He issues them with a challenge that could write off their debt in full or land them in some kind of Uma Thurman-Kill Bill II-buried-alive-type-sequence. Interesting? Well, yes. Slow? Sort of. Entertaining? Mostly. Unnecessary scenes of character development? Plenty. <br /><br />Ocean and his band of merry men are charismatic, if nothing else and as this is a sequel and we are all old friends we see plenty more 'pally' situations and conversations. Too many. Damon's Linus is more nervous than before; the cousins are bickering as we knew they would; Bernie Mac talks too much and Don Cheadle's cock-er-ney accent is as bad as ever (I really like Cheadle, but could not abide this). Pitt and Clooney talk like old friends, filling each other's glasses and reading each other's minds. However, what worked so well in the last film was the lack of character development versus how slick the whole damned op was. And as much as these actors work well together, Zeta Jones fits into this film like a big square peg in a tight 11 sided hole. She simply doesn't fit and her chemistry with Pitt is non-existent.<br /><br />The stars of this film for me, however, were Vincent Cassel as the Night Fox and Soderbergh's choice of locations. Cassel plays pomp and wealth as if he was born into both. His Night Fox is arrogant, 'awfully cavalier with other people's lives' (Danny Ocean) and a total contrast to the Ocean gang. This is where I think the film loses its way. Cassel and the European locations provide an all too realistic contrast with the American actors and the style of the first film. We want slick, brash and quick-witted; not gritty, considered and intellectual. This is where the film doesn't work.<br /><br />Admittingly, you cannot repeat the same formula twice to the letter, but going to far left or right usually does more damage than good in a mainstream film like this.",positive
45533,"The French people are not known to be great movie producers.<br /><br />Though their Amelie scores high points at the Oscars. Asterix et Obelix is a very different film of what I am used to from the French. It is a great movie especially for kids. The only thing that boddert me was that it was spoken in French and subtiteld. Normally with the english spoken movies (here in the Netherlands) I don't have to read the subtitles. But with the French language you just have to read to understand. The story it self is just great with Obelix who doesn't recall him self of beïng fat, but there also nice details mainly in names like brucewillix and malcomix. You all know the story from the comic books and this movie shows all most slide by slide the book. Every thing is in it, from the Sfinx nose braking till pirate red beards lose of three more ships. I would say a great movie for the weekend with the children.",positive
2741,"one of the funnest mario's i've ever played. the levels are creative, there are fluid controls, and good graphics for its time. there's also a multitude of crazy bosses and enemies to fight. Sometimes the levels get frustrating, and if you leave out some of the hard levels and still, need to get more accomplished to fight a boss, it can be annoying. another complaint is the camera angle; though it works fairly well most of the time, it can be a pain in certain situations. if your a big time mario fan; this ones for you. even if your not a huge fan of him, i'd still recommend this one. its a big game, and getting what you need can take a while, but it's very satisfying. good for playing in short bursts of time. it will almost certainly hold your interest; it sure does hold mine!",positive
10713,"I bought this DVD for $1 at Walmart. After seeing it, I might just return to the store and try to get my money back! The only reason I gave the movie a 2 and not a 1 is that the story has a few novel story elements, though it really never rises to the level of being interesting. This film has all the earmarks of being a made for the drive-in theaters market--ultra-low budget, amateurish acting and a liberal dose of sex (for an early 60s film). In fact, I wonder if perhaps the only reason the film was made was to make a fast buck AND because someone knew some strippers they could use as extras. The film is about a wacko doctor who wants to transplant his girlfriend's severed head onto the body of an unsuspecting donor. Most of the potential donors are skanky strippers or a model--whose only real purpose in the film is to titillate as they remove most of their clothes. However, they keep too much on to make the movie even worth watching for the naughty bits and the film isn't quite awful enough to merit watching by bad film buffs.",negative
7142,"THIS POST MAY CONTAIN SPOILERS :<br /><br />Although it was 5 years after the series ended and WB was currently working on Justice League, this animated movie is a welcome addition to the video library. Why? Well, if Mask of the Phantasm compliments the first 70 episodes of Batman: The Animated Series and SubZero compliments the 15 episodes of the Adventures of Batman and Robin, then Mystery of the Batwoman compliments the final 24 episodes of the Gotham Knights version of Batman. Kevin Conroy once again delivers a voice over performance that is nothing short of excellence and perfection. I admit I was a bit leery when I heard about Batwoman and all I could think about were the old 50's comics of Batman. But I was blown away by the Batwoman character, her look, her costume (which I assumed inspired Bruce Wayne to create the costume on Batman Beyond)and the fact that this movie keeps you guessing who Batwoman is all the way through. If you want to know who Batwoman is, then buy or rent the DVD. Barbara Gordon makes a cameo appearance and I think the writers were trying to hint that Bruce and Barbara had something going on between them like they did in Batman Beyond. Tim Drake appears as Robin, but his role is a small one and sadly, there is no sign of or mention of Dick Grayson alias Nightwing, which leads me to believe he has established himself in Bludhaven (his city in the comics).<br /><br />Of the three suspects for Batwoman, my favorite is Kathy Duquesne, who looks an awful lot like Halle Berry. Kelly Ripa did a great job as one of the other suspects. When it comes to the villains, I'm glad the Penguin was one of them, but I did not like the fact that they replaced Paul Williams with David Ogden Stiers. Pengy just didn't sound right. Same thing goes for Robin. The new guy did okay, but just as I was starting to get used to Matt Valencia, they replaced him. It's interesting to note that Kevin Michael Richardson, who voices Carlton Duquesne is now the voice of the Joker in ""The Batman"" series. And we finally see what Rupert Thorne looks like revamped since he didn't show up in the Gotham Knights episodes. The late John Vernon will be missed. Although I enjoyed Henry Silva as the voice of Bane, if he had to be replaced, they got the right man in the form of Hector Elizondo. I only wish they could have used Two Face, Riddler, or the scary new version of the Scarecrow.<br /><br />The musical score and especially the soft sounding intro were superb. I wish that was on a soundtrack and I especially enjoyed the beautiful and talented Cherie in the Iceberg Lounge along with her song, Betcha Neva. While some feel that this movie is weaker than the Mask of the Phantasm and Subzero, I find it just as strong and enjoyable as the rest, plus like I said earlier, it's a full length movie based off the Gotham Knights version of Batman, which I think gives a good balance. I would at least recommend renting this DVD first before buying it for those who might be leery of this movie, but personally, it's well worth the purchase. I give Mystery of the Batwoman a 9.",positive
36637,"Axel Nordman (Cassavetes) shows up on the New York dockyards looking for a job, but with a hidden past. He gets one on condition that he pay a kick back to surly crew boss Jack Warden. While there, he strikes up a friendship with black man Sydney Poitier that unfortunately leads to a gut-wrenching moral dilemma for a man who, we learn, typically runs from his problems.<br /><br />The movie looks like Oscar winner On the Waterfront, feels like On the Waterfront, and most importantly, plays much like that 1954 Kazan production. However, its racial theme is ground-breaking for the time. The black Poitier and the white Cassavetes are treated as equals in every respect. It might even be called the first of the black-white ""buddy"" pictures that would later dominate so many action films.<br /><br />It helps that the two leads play so well off each other. Nonetheless, the movie's central flaw is failing to indicate why crew-boss Poitier pushes a friendship with the dour Cassavetes in the first place. He really goes out of his way to befriend the newcomer. But why he would cross racial barriers to do so is never really suggested. One possible explanation is that Poitier wants to use Cassavetes as a pawn in his rivalry with other crew-boss Warden, but then comes to genuinely like the guy. There's a hint of that in some of Cassavetes's suspicious reactions, but beyond that, the relationship appears unmotivated.<br /><br />If there's a single stage shot in the entire movie, I couldn't spot it. Everything is done on seedy New York location, without the usual movie extras. In that sense, it's an anti-Hollywood production, carefully deglamorized even down to the night club scene which itself looks like a real after-hours crowd. I suppose sociologists would dub this rather raw slice-of-life ""a glimpse of the working poor"".<br /><br />Yet, for all its virtues, which are many, the film remains too close to the Brando-Kazan movie for comfort. Here, a fine unknown actress Kathleen Maguire gets the role of the redemptive girl friend, Warden the role of the corrupt labor boss, while Cassavetes, like Brando, must suffer a bloody beating before regaining his moral standing and doing the right thing. Still and all, despite the derivative nature, the gritty urban drama retains enough of the original force to merit a look-see.",positive
45363,"Fame did something odd. It was not only a musical that was created originally for the screen (most are based off of Broadway musicals), but it spawned a TV series and a Broadway musical. Let me correct that sentence. Fame is not a musical. Musicals have song numbers in order to advance the plot or to show characters' feelings. The singing in this music is not used to do either; in fact, there's no use for it at all. People just randomly sing to fit in with the plot. And that's not the type of musical I know.<br /><br />The so-called plot of Fame has an onslaught of characters (who are all introduced at once-last time I saw that in a movie [Gosford Park] it had disastrous results) who audition for, and get into, New York High School for the Performing Arts. All of them are in for different reasons-i.e. acting, singing, etc. Quote-unquote drama unfolds as these middle-aged people pretending to be teenagers go through their four years.<br /><br />My largest complaint is that the high school is supposed to be selective. After all, it's a free college, and they can't let everyone in. So how is it that some people who are really bad get into the college? Obviously so that drama could ensue between all of these different people. And why is the person top billed not even in the movie until near the end, for no reason at all, except to make us feel uncomfortable? There's many unsettling situations that these untalented people get into, yet you can't feel bad for them because you don't know who they are! These relationships occur between people whose names you don't know. And these characters realize things about themselves throughout the course of the movie, yet you don't realize that, because you don't know what they were like in the first place.<br /><br />As for the singing, it pops in randomly (and is supposed to be humorous?) and does nothing. When the title song is sung, it's played in the middle of a street and before you can say Ferris Bueller everyone's in the middle of the street dancing wildly and off-beat to it. The song itself is fine, but the whole scene, like the whole movie, is unnecessary. Fame is an unpleasant movie, to say the least. I would say more, but most of the movie has thankfully gone out of my head. Just don't see it. You'll be doing yourself a favor.<br /><br />My rating: 2/10<br /><br />Rated R for language.",negative
41983,"... It even beats the nasty ""raw"". Almost twenty years old is this show and still I laughed VERY MUCH when I was watching it last night. It shows Eddie Murphy dressed in tight red clothes(Old School)and he jokes with everything from celebertis to his family. He was only 22-years old then and this is a must-see!<br /><br />8/10",positive
41884,"Ken Russell directed this weird ( Not very ) erotic thriller and if I hadn't known that I would have staked my life that the director was Brian DePalma . Absolutely everything about CRIMES OF PASSION screams DePalma , from the gaudy cinematography that is lit a little too brightly , to the domestic storyline that turns into a stalk and slash plot , to even the title this screams "" Depalma , DePalma , Depalma ""<br /><br />Unfortunately since Brian DePalma is increasingly seen as a poor mans Hitchcock over the years Russell should have tried emulating a style of his own . Sure an erotic thriller in the style of TOMMY or BILLION DOLLAR BRAIN would have been bizarre with a capital B but at least it would have been a unique cinematic experience . Stories about prostitutes living a dangerous double life and being stalked by a religious maniac were an all too common sight in the 1980s video market . Oh and Anthony Perkins plays the same role he played in almost every movie he made in the 1980s . Yawn <br /><br />The only thing of any real note to CRIMES OF PASSION is the controversy it caused . I guess the studio were the happiest people to hear this since no publicity is bad publicity , but as for the controversial sex scenes ... What controversial sex scenes ? There aren't any and the only controversy I can think of is of China Blue dominating an on duty policeman with a truncheon . Needless to say he didn't come quietly HA HA HA HA HA HA HA HA",negative
27584,"Yet another example of what British cinema can achieve: a simple story, told and acted well. Brenda Blethyn gives a layered and warming performance as the recently widowed and financially straitened Grace, ably assisted by a solid supporting cast. The ""quirky small town"" card gets played to the hilt, similar to many TV series and films that have come from the British Isles in recent years (Ballykissangel, Hamish Macbeth and others come to mind). Like the forementioned, this film makes use of some ravishingly beautiful rural scenery, in this case the wet and wild Cornish coast.<br /><br />Some viewers might find wholesale acceptance of cannabis use a bit challenging, others might find the ending just a little too cute and safe. But it's an enjoyable spliff, to be sure.",positive
20226,"I don't play video games at all but my children do.<br /><br />I got a big kick out of this. Would like to see more of this type of film. ""very cool"" as my youngest would say.<br /><br />Interesting characters and the overall story line was interesting. Like I said I don't play video games but I think that my children would enjoyed this. It was not full of bad language and that is a pleasant change. This visual concept was different which caught my eye. Plus the sound track was pretty good. I might even try out some of the games my sons plays to see because of this film. Who knows maybe I'll be a gamer someday.",positive
30792,"Missed it at the cinema, but was always slightly compelled. Found it in the throw-out bin at my local video shop for a measly two bucks! Will I now give it away to anyone who wants it? Probably! No purposeful plot, one dimensional characters, plastic world ripped off from many far better films, no decent dialogue to speak of. You know that empty feeling when you come down off ecstasy? Its that feeling right here. Sad thing is, the Australia I know is heading in this direction, minus the melodrama and simple answers. Interesting only to see the older Aussie actors (who had to ACT back in their day to get by) vs the newer Aussie actors (who have to LOOK GOOD to get by). Like some horribly garish narrative introduction to a film clip that never actually starts... Poor Kylie, started her career as an actress as well...",negative
3118,"Korean cinema has the ability to turn genres on its head, and the latest by the celebrated director Chan-wook Park is a tale of a good pious priest who becomes a vampire. Add a temptress leading him astray and a cast of eccentrics and you have a wonderful recipe.<br /><br />Directed in part in a style similar to the ""Sympathy"" trilogy it's as sumptuous as it is dark. Steering clear of cliché it does offer some new tricks in the overdone vampire genre. Its an existential movie trying to capture the moral conundrum of how exactly a person has to choose to live with their conditions rather than revel in the blood lust. However, the film doesn't take itself too seriously and there is boundless humour throughout.<br /><br />Our leads play their roles to perfection, playing with our emotions and revelling in the dark humour. There are moments of reflection on the whole moral conundrums involved in the film but its never preachy. Some might find it overlong and it can lull at points but it's worth giving it a chance to the end.<br /><br />If you like left field films then there are fewer better than this one of late. Dark and engrossing, it will pull in a crowd. One I'd recommend you give a try.",positive
20830,"Jennifer Jason Leigh and Mare Winningham are a good match portraying vastly different siblings, but only Winningham is able to bring something convincing or substantial to her role. Leigh, playing bar-band singer and alcoholic Sadie Flood, constantly leans on older sis Georgia, an acclaimed folk singer in the Joni Mitchell mold. Perhaps due to her double duties as co-producer on the film, Leigh seems to have boxed herself into a corner: she isn't credible as a singer and, even if this is intentional, gives herself far too much screen-time at the microphone. Probably hoping for a tour-de-force, Leigh is wire-drawn and nervous and jagged; however, we simply do not see any talent within this character (Leigh is obviously a solid actress, but she makes decisions here that wall us off from her). If Sadie had even the slightest bit of charisma or appeal, we might be able to buy into the concept that she gets the (small) breaks that she does. As it is, the likelihood of her ever getting up on stage is slim. Director Ulu Grosbard crafts a few intense dramatic sequences, and the editing at the finale juxtaposes Sadie's bar performance with Georgia's sold-out arena show--both singing the same song--and it's a sadly nuanced moment...but really, what's the point? *1/2 from ****",negative
28287,"Honestly, when I saw this movie years ago I immediately wanted to turn it off. As I sat there for the next 10 minutes or so, I realized that the actor playing Navin stole the show. His facial expressions and comedic demeanor makes me shake my head as to WHY he hasn't been in more comedies. He has this ""Marty Feldman"" thing going for him but MUCH, MUCH more talent...taking nothing away from Marty. The movie really shocked me by how close it was to the original Jerk, but then again, it was SO MUCH MORE. I really think that if this movie was released first, and I saw the Steve Martin movie 2nd, I'd think the 2nd was a cheap rip-off. I know it sounds like a BOLD statement, but it's true. I actually like Steve Martin a great deal, but his performance is 2nd to the actor in The Jerk Too. I wish I could get a copy of it for my collection. I urge you to see it if you can find it.",positive
39070,"And again, I find myself in the minority.<br /><br />I didn't like this one. This is the ONLY Varney work I haven't embraced, including Knowhutimean. Slam Dunk Ernest rates the credit for being the worst of the line, but this is a clear competitor for that dubious title.<br /><br />This work is too rough, and too base to be lovable. Lovability was one of Ernest's key components, and this element was completely lost herein. Unfortunately, most think this is the best of the line, but if you loved the essence of what made Ernest, Ernest, you will realize to what I refer about fifteen minutes into this work. It was too blatantly base to be fun.<br /><br />It rates a 3.5/10 from...<br /><br />the Fiend :.",negative
31384,"Why do people need to follow the opinion of the herds of masses and critics? RANDOM HEARTS, directed by the brilliant Sydney Pollack (who has a small role in the film too) is another Harrison Ford vehicle. As such, it is quite good and entertaining. Surely, anyone who goes to see it has this in mind, or read the book which is no better. Even Kristin Scott Thomas fans, myself included, knew it would be a variation of her again playing the love interest of her eldest uncle. Even as such, the film is satisfying. What's so bad about this movie that is much better in the other (much higher rated) Harrison Ford vehicles? This film is no masterpiece, but it's not as bad as the masses would have the potential viewer believe.",positive
570,"For those out there that like to think of themselves as reasonably intelligent human beings, who love film, have good attention to detail and enjoy indie movies with funny, smartly written dialogue then this is a film for you.<br /><br />For those with a poor attention span, high expectations and no brains.. well.. um.. you may get bored and find things dragging at times.<br /><br />This is a charming, modest and well paced movie with the actors bestowing a real sense of depth and warmth to their roles. I chuckled to myself pretty much the whole way through..<br /><br />This film is a little gem.",positive
39894,"Recap: Ron is about to marry Mel. They are deeply and love and certain they are perfect for each other even though they met just a few months ago. Todd, Ron's brother in law to be is not so happy. He is afraid the marriage is a threat to his cushy job in the family business and decides to arrange Ron's bachelor party. But his real plan is to put Ron in a compromising situation, get evidence and break Ron and Mel up.<br /><br />Comments: Supposed to be a sequel to a comedy classic but it isn't funny at all. It is mostly a pubertal show and a juvenile excuse to show scantily clad women. Actually, in a way, it is almost impressive have many you can put in there, because they are everywhere. Unfortunately that is also one of the signs of a movie that can't support itself. It simply isn't good enough.<br /><br />It has three redeeming points though, or actually three actors that is worth a better script than this. It is lead actor Josh Cooke who actually manages to give an impression of some common sense. Sara Foster I know has more talent than to do movies like this, and Emanuelle Vaugier seem to have a lot more talent than this movie.<br /><br />What is suspiciously absent are good jokes. Actually, bad jokes are rather scarce too. It just isn't funny.<br /><br />3/10",negative
12903,"Hello everyone, This is my first time posting and I just love the movie No child of mine and I could watch it over and over!! well I taped it a long time ago like a few years ago and I dropped it and broke it and I haven't seen it in a few years!! could any one please tell me when it will come on again!! I would really appreciate it alot!!You can email me if you want to cause that is my favorite movie of all including Empty Cradle to and if anyone knows when that comes on to PLEASE let me know,I would really appreciate it ALOT!!!<br /><br />",positive
35273,"This movie masquerades as a social commentary, when in fact it is every bit as ridiculous as the very racism it condemns. The premise of this movie: African-American = Strong... any other race = weak. The worst part is when Rapaport pulls a gun on Omar Epps and a Jewish guy. The Jewish guy, in stereotypical fashion, crumbles in fear and starts pleading for his life... but the big, strong, defiant Omar Epps stands strong with no fear. We also have the condemnation of every fraternity member as being a arrogant preppie drunk or rapist. The raped white girl, of course, begins considering lesbianism since she's just a weak white girl after all. When the nerdy white guy is rejected by the fraternity members he of course must fall in with the skinheads, who are incredible cowards; especially the big muscular guy who is beaten down quickly by the strong black men. Wait... BUSTA RHYMES BEAT UP A GUY TWICE HIS SIZE??? Yeah, right.<br /><br />Of course the black men NEVER reject their own people and Omar Epps moves in with them easily. The scenes where Ice Cube threatens his white roommates and keeps them in line are just stupid -- of course he is the dominating one while his weak white roommates sit in fear of him and eventually move out. This movie was just terrible and the ending made me actually laugh out loud. The overly long slow-motion between Epps and Banks gets hilarious with the faces they make -- it's like watching my nephew and cousins making faces at each other (and they're all under 5). Do yourself a favor and skip this crapfest.",negative
16891,"While not quite as monstrously preposterous as later works, this slow-moving, repetitive giallo offers some nice touches in the first half, but grows more and more lethargic and silly as it stumbles to its lame denouement.<br /><br />To be sure, the actors are above average - considering this is an Argento movie - and some moments show the director's visual skills, but whole sequences should've been cut and, basically, it's just the same exploitative trash as ever, wallowing in fake science and abnormal sexual depravity.<br /><br />3 out of 10 genetic disorders",negative
273,"Fulci... Does this man brings one of the goriest and weirdest movies ever made? Answer: yes! Cat in the Brain, also known as Nightmare Concert is Fulci's last masterpiece. Yes it is, no matter what some people will say about it. There are few facts why this movie is one of the best Fulci's movies.<br /><br />Fulci make a fun of himself and his movies with this one. Lead roll in this movie is no other then Fulci himself, who plays... well horror-splatter-gore director, who thinks he is slowly going insane. It's filled with black humor which unlike in the most of the modern horror movies works here. Being Fulci flick, you need to know it's gory. How much? Well pretty much. I always loved gore in the movies and I never get enough of it, but Cat in the Brain actually stopped my thirst for gore, and believe me, it's a hard to archive. Even the Braindead didn't stop it. CITB is all about gore. Almost every scene revolves about Fulci, who after being hypnotized by *khmmm* evil psychiatrists is seeing all kinds of horrors for everything that happens to him or everything he sees. Some of the scenes involves him accidentally dropping the whiskey, and instead of that he sees rotten corpse lying on the floor, which starts to spit some ooze from it's wounds. Forget the Beyond or Zombie 2, this IS the goriest Fulci movie! Now I like how Fulci manage to apply all those comic parts in the gorefest movie. He is such a brilliant director. Some funny moments and lines happens from time to time, like one where Fulci says ""making gore movies is kind of a sickness"" Ending is very good considering that Fulci (and most of the Italian horror masters) is know for making ending with no sense or many plot holes. If you are fun of the Fulci, make sure you check it out. If you have a weak stomach, avoid this and repeat ""Its only a movie"" ps. some of the gore scenes within this movie: Chainsaw dismemberment (full), tongue torn out, eyeballs torn out, maggot infested corpses, zombies, decapitations, face being putted in boiling water, stabs in the shower (to head), throat slit, many parts of the body and organs being toast aside, hammer smashed face...",positive
28942,"The efforts of a new group of young talent bolstered by Alan Rickman and Emma Thompson, 2 extremely gifted actors, makes for a thrilling and engrossing evening of entertainment. And I might add that Hal Holbrook shines as the Senator. This movie deserves five stars. I give it a ten on your scale. And the ending is PERFECT. I am constantly amazed at the ability of British actors to master our American accents. I was convinced that all the actors were born in Louisiana. And what finer locale for a mystery than New Orleans! The Big Easy, also known as the Crescent City, permeates every scene. As writer and director, Sebastian Gutierrez deserves high praise.",positive
47748,"Ice the Limerick:<br /><br />A virus pulled out of the ice<br /><br />Just didn't know how to play nice.<br /><br />If infected you'll kill<br /><br />Because you are ill.<br /><br />The cure is to be infected twice.<br /><br />Ice is a great episode; one of the greats from season 1 that began shaping the show and if you ask me you really couldn't ask for much better throughout the entire series. It starts out with an awesome teaser which in my opinion is really one of the best teasers of the series also. A group of scientists in Alaska have drilled something out of the ice core which has for some reason caused them to kill each other. Now Mulder and Scully are sent with three other scientists to investigate what happened. As Mulder says this is either because they are brilliant or expendable. I take this to mean that they had better be brilliant or else... The group soon finds out that the cause of mayhem is a small parasite pulled out of the ice core. A little worm that gets into the bloodstream and causes violent behavior. Since the pilot is infected the rest of the show turns to a suspenseful sort of who-done-it paranoiac thriller as the others begin to suspect each other of being infected. This is not helped at all by an overly paranoid doctor Hodge who is un-trusting of anyone which we learn early on by the first thing he asks: to see everyone's credentials to ""make sure we are who we say we are"". Events lead to finding out the one who is infected and learning how to cure them.<br /><br />There are a number of things I like about the episode and of course certain characters that I want to smack in the face from this episode, as well as a couple loopholes but most can be attributed to heightened caution and not thinking clearly. I like Bear from the moment I first meet him. Its a shame he has to die. I also like the scene shown from the other scientist's point of view as Mulder and Scully argue in the other room. It gives an interesting twist to our typical perception as a viewer and for me seems to say maybe we shouldn't assume that just because someone is government means they know all sorts of conspiracy secrets. As much as Hodges frustrates me in this episode I do think that Mulder was as much to blame for some of the rash actions taken as any. I really like Scully in this episode. First of all she can tackle like a frickin linebacker! Second I really like the focus on her terror of what can happen to them out there and how she tries not to let trust and friendship of Mulder keep her from biasing her judgment. I love the scene when she goes into the room to sleep and first looks as the picture of the previous group all hugging and the birthday presents from them to whoever used to sleep in that room and then how she suddenly freaks out and pushes the dresser in front of the door and in a final touch of subtlety as she sits on the floor with her knees pulled into her chest we see the bottom of a poster on the wall that says ""Bosom Buddies"". This is such great writing. A way to say without any words that Scully is worried that she may not be able to trust even her very best friend.<br /><br />Unfortunately this heightened suspicion leads the group to believe Mulder to be infected since he discover's Murphy's dead body even though they haven't inspected him at all to find out for sure. That was my main problem with the behavior of the characters is they could easily have solved all the suspicion simply by giving blood. But I guess I probably would have acted rashly in that situation too. But then stupid Hodges decides that he has to assume Mulder is infected even though Mulder willingly surrenders and then is going willingly to be inspected and almost infects Mulder in the process. Luckily he sees that it is really Dasilva that is infected and we finally reach a resolution. At least as much as you can expect from an X-File. The ""government"" wastes no time in torching the evidence as always happens in these cases and Mulder is left with yet another frustrating ""unsolved"" case. In closing I give ""Ice"" and easy 10/10 and I leave you with a haiku.<br /><br />""We're not who we are. It goes no further than this. It ends right here right now.""",positive
42595,"Another B-movie for teenagers, based mainly on CGI-effects, industrial soundtrack and some medieval imagery. It's a pitty that the legend for Beowulf is used in such uninspired manner. I am a fan of Christopher Lambert, but I have to admit that he is getting worse as an actor and his movies too. Rent it if you are teenager only.",negative
34963,"Two years passed and mostly everyone looks different, some for good and some for worse. I still enjoyed as much as I did the original though.<br /><br />Some flaws they had though like changing the Joker he now has no red lips and looks like more blackish hair and black pupils, hes still voiced by Mark Hamill which is a plus I guess. They made Poison Ivy more white hinting that she is becoming more like a plant and Catwomen looks much different and not as ""attractive"" as she was in the original.<br /><br />Though costumes like Batman, Batgirl, Killer Croc and Scarecrow look badass, especially Scarecrow.<br /><br />The show isn't as dark as the original because Batman doesn't work as alone as he used to. Most of the time working with Batgirl and the new Robin, Tim Drake. While NightWing(Dick Grayson) comes to the rescue often. Batman gave up the yellow logo and with the black wing on his suit and seems like he got a bit bigger but still kicking tons of ass.<br /><br />The show isn't as good as the original mostly because of some of the revamped characters but the stories are as exciting as ever and the dialogue is still elite. ""Over the Edge"" might be one of the greatest Batman episodes ever so make sure you check that out.<br /><br />Overall 8-9/10",positive
24337,"I remember watching this movie when it came out as a t.v. movie of the week in the early 1970's.<br /><br />Although I haven't seen this movie in over 30 years I remember how creepy it was...the sister's dead body in the basement, the storm raging outside, the creepy house with no electricity and a killer still on the premises.<br /><br />They just don't make t.v. movies like this one anymore. Elizabeth Montgomery was a very underrated actress and I liked her in not only ""Betwitched"", but several of her post-Bewitched roles, such as this one and 1975's ""The Legend of Lizzie Borden"".<br /><br />I really wish that someone would come out with a DVD that has several of the 1970's t.v. movie of the week on one DVD. Wouldn't it be awesome to watch ""When Michael Calls"", ""Bad Ronald"", ""Don't Be Afraid of the Dark"", ""Crowhaven Farm"", etc., all on one DVD? I know there is a market for a DVD like this for all of us baby boomers who grew up in the 1960's and 1970's. Maybe, if we are lucky, someday someone will offer us a DVD with a great selection of t.v. movies like this.",positive
41262,"I just finished up this unofficial adaptation of H.P. Lovecraft's ""The Lurking Fear"" that was shot in Louisiana. Outside of a few changes (names, setting), this follows the short story point by point for the first 70 minutes but then tries to inject its own ""twist"" ending that you could see coming from a mile away. Either way, it is a much better adaptation than Full Moon's THE LURKING FEAR. Too bad it is a terrible film. Director David McCormick shoots the thing with all the flair of an industrial short. I swear I counted maybe two camera movements. The creature design is cheap (we're talking store bought masks here) but shot in a dark manner (intentional or not) where they are somewhat creepy. The most impressive thing in the picture is the abandoned mansion but McCormick fails to exploit that as well. File this one under good adaptation, poor execution.",negative
27836,"Muscular 'scientists', unpleasantly thin females in swimsuits, lots of beer drinking.. Yet it's too long to be a beer commercial. Oh, okay, there's some plot about a big shark-like monster that's killing people and stuff. But it's nothing you haven't seen before.",negative
27611,"Fabulous actors, beautiful scenery, stark reality. I won't elaborate on all of the other reviewers' comments because you get the picture! However, the movie isn't for the squeamish. Reality is slaughtering pigs and other livestock in order to survive. I also have Elinore Randall Stewart's homestead book. I read it several years ago, I have to reread it, since I just watched the newly-released, remastered DVD of the movie.<br /><br />I tried to buy the video for several years, finally bought it used from a video store that went out of business. But Yippee! The DVD is now for sale, I purchased it on amazon.com. Not cheap, but well worth it to me. This is a movie I will be watching until the end of my days!",positive
23493,"Why do people who do not know what a particular time in the past was like feel the need to try to define that time for others? Replace Woodstock with the Civil War and the Apollo moon-landing with the Titanic sinking and you've got as realistic a flick as this formulaic soap opera populated entirely by low-life trash. Is this what kids who were too young to be allowed to go to Woodstock and who failed grade school composition do? ""I'll show those old meanies, I'll put out my own movie and prove that you don't have to know nuttin about your topic to still make money!"" Yeah, we already know that. The one thing watching this film did for me was to give me a little insight into underclass thinking. The next time I see a slut in a bar who looks like Diane Lane, I'm running the other way. It's child abuse to let parents that worthless raise kids. It's audience abuse to simply stick Woodstock and the moonlanding into a flick as if that ipso facto means the film portrays 1969.",negative
